9401,27:06.0,1,5,50,71,1764,45,0
9401,27:06.0,1,5,50,71,1748,45,0
9401,27:06.1,1,5,50,71,1748,45,0
9401,27:06.1,1,5,50,71,1750,45,0
9401,27:06.2,1,5,50,71,1760,45,0
9401,27:06.2,1,5,50,71,1753,45,0
9401,27:06.2,1,5,50,71,1757,45,0
9401,27:06.3,1,5,50,71,1749,45,0
9401,27:06.3,1,5,50,71,1739,45,0
9401,27:06.4,1,5,50,71,1754,45,0
9401,27:06.4,1,5,50,71,1740,45,0
9401,27:06.5,1,5,50,71,1759,45,0
9401,27:06.5,1,5,50,71,1749,45,0
9401,27:06.5,1,5,50,71,1760,45,0
9401,27:06.6,1,5,50,71,1740,45,0
9401,27:06.6,1,5,50,71,1753,45,0
9401,27:06.7,1,5,50,71,1749,45,0
9401,27:06.7,1,5,50,71,1738,45,0
9401,27:06.7,1,5,50,71,1740,45,0
9401,27:06.8,1,5,50,71,1750,45,0
9401,27:06.8,1,5,50,71,1748,45,0
9401,27:06.9,1,5,50,71,1738,45,0
9401,27:06.9,1,5,50,71,1742,45,0
9401,27:07.0,1,5,50,71,1742,45,0
9401,27:07.0,1,5,50,71,1752,45,0
9401,27:07.0,1,5,50,71,1747,45,0
9401,27:07.1,1,5,50,71,1749,45,0
9401,27:07.1,1,5,50,71,1743,45,0
9401,27:07.2,1,5,50,71,1753,45,0
9401,27:07.2,1,5,50,71,1746,45,0
9401,27:07.2,1,5,50,71,1741,45,0
9401,27:07.3,1,5,50,71,1746,45,0
9401,27:07.3,1,5,50,71,1737,45,0
9401,27:07.4,1,5,50,71,1749,45,0
9401,27:07.4,1,5,50,71,1739,45,0
9401,27:07.5,1,5,50,71,1759,45,0
9401,27:07.5,1,5,50,71,1742,45,0
9401,27:07.5,1,5,50,71,1731,45,0
9401,27:07.6,1,5,50,71,1747,45,0
9401,27:07.6,1,5,50,71,1745,45,0
9401,27:07.7,1,5,50,71,1749,45,0
9401,27:07.7,1,5,50,71,1740,45,0
9401,27:07.7,1,5,50,71,1752,45,0
9401,27:07.8,1,5,50,71,1746,45,0
9401,27:07.8,1,5,50,71,1741,45,0
9401,27:07.9,1,5,50,71,1751,45,0
9401,27:07.9,1,5,50,71,1748,45,0
9401,27:07.9,1,5,50,71,1754,45,0
9401,27:08.0,1,5,50,71,1749,45,0
9401,27:08.0,1,5,50,71,1757,45,0
9401,27:08.1,1,5,50,71,1756,45,0
9401,27:08.1,1,5,50,71,1752,45,0
9401,27:08.2,1,5,50,71,1755,45,0
9401,27:08.2,1,5,50,71,1749,45,0
9401,27:08.2,1,5,50,71,1733,45,0
9401,27:08.3,1,5,50,71,1762,45,0
9401,27:08.3,1,5,50,71,1742,45,0
9401,27:08.4,1,5,50,71,1733,45,0
9401,27:08.4,1,5,50,71,1753,45,0
9401,27:08.4,1,5,50,71,1733,45,0
9401,27:08.5,1,5,50,71,1746,45,0
9401,27:08.5,1,5,50,71,1735,45,0
9401,27:08.6,1,5,50,71,1754,45,0
9401,27:08.6,1,5,50,71,1740,45,0
9401,27:08.7,1,5,50,71,1746,45,0
9401,27:08.7,1,5,50,71,1746,45,0
9401,27:08.7,1,5,50,71,1747,45,0
9401,27:08.8,1,5,50,71,1737,45,0
9401,27:08.8,1,5,50,71,1734,45,0
9401,27:08.9,1,5,50,71,1735,45,0
9401,27:08.9,1,5,50,71,1750,45,0
9401,27:08.9,1,5,50,71,1748,45,0
9401,27:09.0,1,5,50,71,1741,45,0
9401,27:09.0,1,5,50,71,1741,45,0
9401,27:09.1,1,5,50,71,1741,45,0
9401,27:09.1,1,5,50,71,1739,45,0
9401,27:09.2,1,5,50,71,1744,45,0
9401,27:09.2,1,5,50,71,1748,45,0
9401,27:09.2,1,5,50,71,1741,45,0
9401,27:09.3,1,5,50,71,1748,45,0
9401,27:09.3,1,5,50,71,1748,45,0
9401,27:09.4,1,5,50,71,1752,45,0
9401,27:09.4,1,5,50,71,1740,45,0
9401,27:09.4,1,5,50,71,1743,45,0
9401,27:09.5,1,5,50,71,1744,45,0
9401,27:09.5,1,5,50,71,1747,45,0
9401,27:09.6,1,5,50,71,1763,45,0
9401,27:09.6,1,5,50,71,1746,45,0
9401,27:09.7,1,5,50,71,1747,45,0
9401,27:09.7,1,5,50,71,1758,45,0
9401,27:09.7,1,5,50,71,1748,45,0
9401,27:09.8,1,5,50,71,1756,45,0
9401,27:09.8,1,5,50,71,1731,45,0
9401,27:09.9,1,5,50,71,1743,45,0
9401,27:09.9,1,5,50,71,1743,45,0
9401,27:09.9,1,5,50,71,1748,45,0
9401,27:10.0,1,5,50,71,1749,45,0
9401,27:10.0,1,5,50,71,1748,45,0
9401,27:10.1,1,5,50,71,1750,45,0
9401,27:10.1,1,5,50,71,1745,45,0
9401,27:10.1,1,5,50,71,1739,45,0
9401,27:10.2,1,5,50,71,1754,45,0
9401,27:10.2,1,5,50,71,1758,45,0
9401,27:10.3,1,5,50,71,1743,45,0
9401,27:10.3,1,5,50,71,1748,45,0
9401,27:10.4,1,5,50,71,1753,45,0
9401,27:10.4,1,5,50,71,1749,45,0
9401,27:10.4,1,5,50,71,1757,45,0
9401,27:10.5,1,5,50,71,1750,45,0
9401,27:10.5,1,5,50,71,1760,45,0
9401,27:10.6,1,5,50,71,1738,45,0
9401,27:10.6,1,5,50,71,1754,45,0
9401,27:10.6,1,5,50,71,1749,45,0
9401,27:10.7,1,5,50,71,1748,45,0
9401,27:10.7,1,5,50,71,1760,45,0
9401,27:10.8,1,5,50,71,1744,45,0
9401,27:10.8,1,5,50,71,1741,45,0
9401,27:10.9,1,5,50,71,1741,45,0
9401,27:10.9,1,5,50,71,1760,45,0
9401,27:10.9,1,5,50,71,1742,45,0
9401,27:11.0,1,5,50,71,1748,45,0
9401,27:11.0,1,5,50,71,1743,45,0
9401,27:11.1,1,5,50,71,1750,45,0
9401,27:11.1,1,5,50,71,1749,45,0
9401,27:11.1,1,5,50,71,1756,45,0
9401,27:11.2,3,15,50,72,1752,45,0
9401,27:11.2,3,15,50,72,1743,45,0
